rc1,rc2,ic,run,seed,mode,total_pallets,delivered,pending,total_delivery_time,avg_delivery,makespan,throughput,total_distance,battery_deaths,intermediate_received,intermediate_picked
5,14,7,21,373,ENHANCED,20,20,0,2470,123.50,370,0.0541,1055,1,6,6
5,14,7,22,386,ENHANCED,20,20,0,2196,109.80,333,0.0601,1156,0,5,5
5,14,7,23,399,ENHANCED,20,20,0,2348,117.40,370,0.0541,1133,0,6,6
5,14,7,24,412,ENHANCED,20,20,0,2093,104.65,321,0.0623,1064,0,7,7
5,14,7,25,425,ENHANCED,20,20,0,2372,118.60,353,0.0567,1152,0,6,6
5,14,7,26,438,ENHANCED,20,20,0,2328,116.40,357,0.0560,1215,0,8,8
5,14,7,27,451,ENHANCED,20,20,0,2050,102.50,352,0.0568,1182,0,9,9
5,14,7,28,464,ENHANCED,20,20,0,2430,121.50,327,0.0612,1122,0,6,6
5,14,7,29,477,ENHANCED,20,20,0,1951,97.55,345,0.0580,1073,0,7,7
5,14,7,30,490,ENHANCED,20,20,0,1654,82.70,321,0.0623,1051,0,3,3
7,14,7,1,113,ENHANCED,20,20,0,1480,74.00,315,0.0635,1013,0,6,6
7,14,7,2,126,ENHANCED,20,20,0,1975,98.75,295,0.0678,1092,0,9,9
7,14,7,3,139,ENHANCED,20,20,0,2174,108.70,314,0.0637,1115,0,10,10
7,14,7,4,152,ENHANCED,20,20,0,2478,123.90,378,0.0529,1154,0,9,9
7,14,7,5,165,ENHANCED,20,20,0,2460,123.00,343,0.0583,1159,0,9,9
7,14,7,6,178,ENHANCED,20,20,0,1788,89.40,298,0.0671,1014,0,5,5
7,14,7,7,191,ENHANCED,20,20,0,1931,96.55,324,0.0617,1083,0,5,5
7,14,7,8,204,ENHANCED,20,20,0,1766,88.30,292,0.0685,985,0,6,6
7,14,7,9,217,ENHANCED,20,20,0,1941,97.05,326,0.0613,1132,0,8,8
7,14,7,10,230,ENHANCED,20,20,0,1984,99.20,324,0.0617,1138,0,7,7
7,14,7,11,243,ENHANCED,20,20,0,2066,103.30,334,0.0599,1070,0,6,6
7,14,7,12,256,ENHANCED,20,20,0,1776,88.80,322,0.0621,1026,0,5,5
7,14,7,13,269,ENHANCED,20,20,0,2245,112.25,324,0.0617,1068,0,8,8
7,14,7,14,282,ENHANCED,20,20,0,2128,106.40,355,0.0563,1089,0,8,8
7,14,7,15,295,ENHANCED,20,20,0,2355,117.75,318,0.0629,1141,0,5,5
7,14,7,16,308,ENHANCED,20,20,0,2127,106.35,303,0.0660,1008,0,5,5
7,14,7,17,321,ENHANCED,20,20,0,1897,94.85,297,0.0673,1068,0,6,6
7,14,7,18,334,ENHANCED,20,20,0,1791,89.55,302,0.0662,986,0,5,5
7,14,7,19,347,ENHANCED,20,20,0,2217,110.85,303,0.0660,1070,0,7,7
7,14,7,20,360,ENHANCED,21,21,0,2077,98.90,341,0.0616,1131,0,7,7
7,14,7,21,373,ENHANCED,20,20,0,2364,118.20,319,0.0627,1057,0,6,6
7,14,7,22,386,ENHANCED,20,20,0,1920,96.00,301,0.0664,1069,0,6,6
7,14,7,23,399,ENHANCED,20,20,0,2104,105.20,326,0.0613,1087,0,8,8
7,14,7,24,412,ENHANCED,20,20,0,1976,98.80,281,0.0712,1022,0,6,6
7,14,7,25,425,ENHANCED,20,20,0,2094,104.70,300,0.0667,1036,0,5,5
7,14,7,26,438,ENHANCED,20,20,0,2114,105.70,336,0.0595,1113,0,9,9
7,14,7,27,451,ENHANCED,20,20,0,1446,72.30,274,0.0730,1005,0,4,4
7,14,7,28,464,ENHANCED,20,20,0,2212,110.60,323,0.0619,1125,0,7,7
7,14,7,29,477,ENHANCED,20,20,0,1971,98.55,338,0.0592,1104,0,8,8
7,14,7,30,490,ENHANCED,20,20,0,1756,87.80,334,0.0599,1032,0,3,3
3,12,5,1,113,ENHANCED,20,20,0,1764,88.20,337,0.0593,1112,0,8,8
3,12,5,2,126,ENHANCED,20,20,0,1979,98.95,296,0.0676,1045,0,6,6
3,12,5,3,139,ENHANCED,20,20,0,1922,96.10,288,0.0694,997,0,5,5
3,12,5,4,152,ENHANCED,20,20,0,1937,96.85,310,0.0645,1007,0,8,8
3,12,5,5,165,ENHANCED,20,20,0,2379,118.95,344,0.0581,1168,0,9,9
3,12,5,6,178,ENHANCED,20,20,0,1799,89.95,275,0.0727,1008,0,9,9
3,12,5,7,191,ENHANCED,20,20,0,1798,89.90,306,0.0654,1085,0,6,6
3,12,5,8,204,ENHANCED,20,20,0,1893,94.65,326,0.0613,1085,0,9,9
3,12,5,9,217,ENHANCED,20,20,0,1700,85.00,304,0.0658,1041,0,5,5
3,12,5,10,230,ENHANCED,20,20,0,2022,101.10,323,0.0619,1115,0,8,8
3,12,5,11,243,ENHANCED,20,20,0,2289,114.45,334,0.0599,1111,0,7,7
3,12,5,12,256,ENHANCED,20,20,0,1870,93.50,381,0.0525,1067,0,5,5
3,12,5,13,269,ENHANCED,20,20,0,2510,125.50,357,0.0560,1128,0,7,7
3,12,5,14,282,ENHANCED,20,20,0,2386,119.30,352,0.0568,1155,0,7,7
3,12,5,15,295,ENHANCED,20,20,0,2394,119.70,351,0.0570,1138,0,8,8
3,12,5,16,308,ENHANCED,20,20,0,2442,122.10,315,0.0635,1145,0,8,8
3,12,5,17,321,ENHANCED,20,20,0,2163,108.15,340,0.0588,1142,0,6,6
3,12,5,18,334,ENHANCED,20,20,0,2092,104.60,353,0.0567,1135,0,6,6
3,12,5,19,347,ENHANCED,20,20,0,2062,103.10,290,0.0690,1015,0,4,4
3,12,5,20,360,ENHANCED,21,21,0,2203,104.90,313,0.0671,1134,0,7,7
3,12,5,21,373,ENHANCED,20,20,0,2326,116.30,336,0.0595,1101,0,9,9
3,12,5,22,386,ENHANCED,20,20,0,1982,99.10,323,0.0619,1164,0,8,8
3,12,5,23,399,ENHANCED,20,20,0,2246,112.30,369,0.0542,1125,0,7,7
3,12,5,24,412,ENHANCED,20,20,0,1947,97.35,297,0.0673,1022,0,5,5
3,12,5,25,425,ENHANCED,20,20,0,2123,106.15,317,0.0631,1066,0,7,7
3,12,5,26,438,ENHANCED,20,20,0,2471,123.55,391,0.0512,1293,0,7,7
3,12,5,27,451,ENHANCED,20,20,0,1676,83.80,294,0.0680,1034,0,6,6
3,12,5,28,464,ENHANCED,20,20,0,2344,117.20,307,0.0651,1102,0,8,8
3,12,5,29,477,ENHANCED,20,20,0,1964,98.20,322,0.0621,1095,0,7,7
3,12,5,30,490,ENHANCED,20,20,0,1886,94.30,314,0.0637,1097,0,7,7
7,16,7,1,113,ENHANCED,20,20,0,1431,71.55,322,0.0621,1078,0,7,7
7,16,7,2,126,ENHANCED,20,20,0,1837,91.85,273,0.0733,1006,0,8,8
7,16,7,3,139,ENHANCED,20,20,0,2061,103.05,294,0.0680,1059,0,8,8
7,16,7,4,152,ENHANCED,20,20,0,2604,130.20,371,0.0539,1208,0,7,7
7,16,7,5,165,ENHANCED,20,20,0,2298,114.90,324,0.0617,1121,0,8,8
7,16,7,6,178,ENHANCED,20,20,0,1884,94.20,270,0.0741,1019,0,5,5
7,16,7,7,191,ENHANCED,20,20,0,1836,91.80,313,0.0639,1122,0,7,7
7,16,7,8,204,ENHANCED,20,20,0,1560,78.00,283,0.0707,1003,0,4,4
7,16,7,9,217,ENHANCED,20,20,0,1845,92.25,315,0.0635,1118,0,7,7
7,16,7,10,230,ENHANCED,20,20,0,1911,95.55,328,0.0610,1142,0,10,10
7,16,7,11,243,ENHANCED,20,20,0,2352,117.60,384,0.0521,1202,0,6,6
7,16,7,12,256,ENHANCED,20,20,0,1808,90.40,356,0.0562,1066,0,5,5
7,16,7,13,269,ENHANCED,20,20,0,2283,114.15,336,0.0595,1091,0,7,7
7,16,7,14,282,ENHANCED,20,20,0,2228,111.40,346,0.0578,1152,0,9,9
7,16,7,15,295,ENHANCED,20,20,0,2149,107.45,319,0.0627,1100,0,5,5
7,16,7,16,308,ENHANCED,20,20,0,2190,109.50,294,0.0680,1070,0,7,7
7,16,7,17,321,ENHANCED,20,20,0,2225,111.25,362,0.0552,1203,0,8,8
7,16,7,18,334,ENHANCED,20,20,0,1826,91.30,318,0.0629,1055,0,6,6
7,16,7,19,347,ENHANCED,20,20,0,2393,119.65,325,0.0615,1092,0,8,8
7,16,7,20,360,ENHANCED,21,21,0,2216,105.52,347,0.0605,1246,0,7,7
7,16,7,21,373,ENHANCED,20,20,0,2272,113.60,354,0.0565,1103,0,7,7
7,16,7,22,386,ENHANCED,20,20,0,1815,90.75,309,0.0647,1078,0,6,6
7,16,7,23,399,ENHANCED,20,20,0,1938,96.90,312,0.0641,1050,0,7,7
7,16,7,24,412,ENHANCED,20,20,0,2064,103.20,290,0.0690,1045,0,5,5
7,16,7,25,425,ENHANCED,20,20,0,2510,125.50,349,0.0573,1127,0,6,6
7,16,7,26,438,ENHANCED,20,20,0,2181,109.05,376,0.0532,1144,0,9,9
7,16,7,27,451,ENHANCED,20,20,0,1489,74.45,284,0.0704,973,0,7,7
7,16,7,28,464,ENHANCED,20,20,0,2081,104.05,289,0.0692,1069,0,8,8
7,16,7,29,477,ENHANCED,20,20,0,1739,86.95,299,0.0669,1033,0,9,9
7,16,7,30,490,ENHANCED,20,20,0,1778,88.90,337,0.0593,1037,0,6,6
