phase,experiment,seed,mode,total_pallets,delivered,pending,total_delivery_time,avg_delivery,makespan,throughput,total_distance,battery_deaths,intermediate_received,intermediate_picked,conflicts,yields,relay_drops
P8,P8_full,154,ENHANCED,50,50,0,4442,88.84,503,0.0994,1752,0,10,10,18,18,10
P8,P8_full,155,ENHANCED,50,50,0,3982,79.64,479,0.1044,1743,0,10,10,32,32,10
P8,P8_full,156,ENHANCED,50,50,0,4462,89.24,490,0.1020,1736,0,9,9,25,25,9
P8,P8_full,157,ENHANCED,50,50,0,4227,84.54,475,0.1053,1697,0,5,5,11,11,5
P8,P8_full,158,ENHANCED,50,50,0,4599,91.98,484,0.1033,1756,0,9,9,21,21,9
P8,P8_full,159,ENHANCED,50,50,0,3904,78.08,473,0.1057,1702,0,5,5,13,13,5
P8,P8_greedy,150,ENHANCED,50,50,0,4504,90.08,513,0.0975,1807,0,12,12,27,27,12
P8,P8_greedy,151,ENHANCED,50,50,0,4223,84.46,471,0.1062,1723,0,8,8,17,17,8
P8,P8_greedy,152,ENHANCED,50,50,0,4762,95.24,502,0.0996,1792,0,14,14,18,18,14
P8,P8_greedy,153,ENHANCED,50,50,0,4324,86.48,469,0.1066,1728,0,7,7,11,11,7
P8,P8_greedy,154,ENHANCED,50,50,0,4671,93.42,497,0.1006,1736,0,10,10,13,13,10
P8,P8_greedy,155,ENHANCED,50,50,0,4474,89.48,488,0.1025,1748,0,10,10,17,17,10
P8,P8_greedy,156,ENHANCED,50,50,0,4602,92.04,485,0.1031,1778,0,10,10,26,26,10
P8,P8_greedy,157,ENHANCED,50,50,0,4633,92.66,494,0.1012,1771,0,11,11,12,12,11
P8,P8_greedy,158,ENHANCED,50,50,0,4219,84.38,482,0.1037,1746,0,9,9,16,16,9
P8,P8_greedy,159,ENHANCED,50,50,0,4615,92.30,509,0.0982,1801,0,11,11,22,22,11
P8,P8_no_allocation,150,ENHANCED,50,50,0,4166,83.32,484,0.1033,1727,0,9,9,12,12,9
P8,P8_no_allocation,151,ENHANCED,50,50,0,4205,84.10,490,0.1020,1739,0,10,10,19,19,10
P8,P8_no_allocation,152,ENHANCED,50,50,0,4162,83.24,477,0.1048,1734,0,7,7,17,17,7
P8,P8_no_allocation,153,ENHANCED,50,50,0,4398,87.96,496,0.1008,1748,0,13,13,14,14,13
P8,P8_no_allocation,154,ENHANCED,50,50,0,4408,88.16,497,0.1006,1774,0,10,10,27,27,10
P8,P8_no_allocation,155,ENHANCED,50,50,0,4711,94.22,508,0.0984,1813,0,14,14,13,13,14
P8,P8_no_allocation,156,ENHANCED,50,50,0,4308,86.16,487,0.1027,1745,0,10,10,14,14,10
P8,P8_no_allocation,157,ENHANCED,50,50,0,4416,88.32,488,0.1025,1757,0,12,12,23,23,12
P8,P8_no_allocation,158,ENHANCED,50,50,0,4379,87.58,486,0.1029,1757,0,11,11,16,16,11
P8,P8_no_allocation,159,ENHANCED,50,50,0,4672,93.44,518,0.0965,1815,0,9,9,21,21,9
P8,P8_no_battery,150,ENHANCED,50,50,0,3921,78.42,465,0.1075,1682,0,4,4,10,10,4
P8,P8_no_battery,151,ENHANCED,50,50,0,3671,73.42,452,0.1106,1653,0,1,1,11,11,1
P8,P8_no_battery,152,ENHANCED,50,50,0,3924,78.48,465,0.1075,1670,0,2,2,12,12,2
P8,P8_no_battery,153,ENHANCED,50,50,0,4108,82.16,489,0.1022,1717,0,3,3,20,20,3
P8,P8_no_battery,154,ENHANCED,50,50,0,3924,78.48,456,0.1096,1677,0,4,4,13,13,4
P8,P8_no_battery,155,ENHANCED,50,50,0,3728,74.56,465,0.1075,1665,0,1,1,17,17,1
P8,P8_no_battery,156,ENHANCED,50,50,0,3631,72.62,454,0.1101,1655,0,1,1,6,6,1
P8,P8_no_battery,157,ENHANCED,50,50,0,3711,74.22,454,0.1101,1671,0,1,1,13,13,1
P8,P8_no_battery,158,ENHANCED,50,50,0,4225,84.50,477,0.1048,1703,0,5,5,16,16,5
P8,P8_no_battery,159,ENHANCED,50,50,0,4275,85.50,496,0.1008,1702,0,2,2,18,18,2
P8,P8_no_conflict,150,ENHANCED,50,50,0,4615,92.30,505,0.0990,1724,0,9,9,0,0,9
P8,P8_no_conflict,151,ENHANCED,50,50,0,4724,94.48,494,0.1012,1735,0,8,8,0,0,8
P8,P8_no_conflict,152,ENHANCED,50,50,0,4640,92.80,502,0.0996,1719,0,6,6,0,0,6
P8,P8_no_conflict,153,ENHANCED,50,50,0,4458,89.16,492,0.1016,1694,0,6,6,0,0,6
P8,P8_no_conflict,154,ENHANCED,50,50,0,4097,81.94,468,0.1068,1688,0,6,6,0,0,6
P8,P8_no_conflict,155,ENHANCED,50,50,0,4840,96.80,521,0.0960,1741,0,4,4,0,0,4
P8,P8_no_conflict,156,ENHANCED,50,50,0,4220,84.40,485,0.1031,1700,0,4,4,0,0,4
P8,P8_no_conflict,157,ENHANCED,50,50,0,4122,82.44,483,0.1035,1708,0,8,8,0,0,8
P8,P8_no_conflict,158,ENHANCED,50,50,0,4237,84.74,484,0.1033,1684,0,4,4,0,0,4
P8,P8_no_conflict,159,ENHANCED,50,50,0,4722,94.44,515,0.0971,1735,0,9,9,0,0,9
P8,P8_no_pathfinding,150,ENHANCED,50,50,0,9433,188.66,705,0.0709,2451,0,11,11,33,33,11
P8,P8_no_pathfinding,151,ENHANCED,50,50,0,8652,173.04,669,0.0747,2377,0,8,8,28,28,8
P8,P8_no_pathfinding,152,ENHANCED,50,50,0,9355,187.10,706,0.0708,2502,0,16,16,41,41,16
P8,P8_no_pathfinding,153,ENHANCED,50,50,0,9379,187.58,684,0.0731,2421,0,12,12,35,35,12
P8,P8_no_pathfinding,154,ENHANCED,50,50,0,9492,189.84,871,0.0574,2583,1,11,11,60,60,11
P8,P8_no_pathfinding,155,ENHANCED,50,50,0,8983,179.66,689,0.0726,2485,0,15,15,45,45,15
P8,P8_no_pathfinding,156,ENHANCED,50,50,0,9217,184.34,709,0.0705,2436,0,15,15,45,45,15
P8,P8_no_pathfinding,157,ENHANCED,50,50,0,9480,189.60,713,0.0701,2476,0,12,12,50,50,12
P8,P8_no_pathfinding,158,ENHANCED,50,50,0,8823,176.46,679,0.0736,2399,0,8,8,35,35,8
P8,P8_no_pathfinding,159,ENHANCED,50,50,0,10010,200.20,785,0.0637,2535,0,11,11,54,54,11
P8,P8_no_relay,150,ENHANCED,50,14,36,858,61.29,1999,0.0070,507,0,1,1,10,10,1
P8,P8_no_relay,151,ENHANCED,50,16,34,952,59.50,1999,0.0080,573,1,3,3,4,4,2
P8,P8_no_relay,152,ENHANCED,50,14,36,861,61.50,1999,0.0070,507,0,1,1,10,10,1
P8,P8_no_relay,153,ENHANCED,50,14,36,854,61.00,1999,0.0070,507,0,1,1,10,10,1
P8,P8_no_relay,154,ENHANCED,50,14,36,869,62.07,1999,0.0070,509,0,1,1,9,9,1
P8,P8_no_relay,155,ENHANCED,50,14,36,866,61.86,1999,0.0070,508,0,1,1,10,10,1
P8,P8_no_relay,156,ENHANCED,50,14,36,890,63.57,1999,0.0070,508,0,1,1,11,11,1
P8,P8_no_relay,157,ENHANCED,50,14,36,874,62.43,1999,0.0070,508,0,1,1,10,10,1
P8,P8_no_relay,158,ENHANCED,50,14,36,877,62.64,1999,0.0070,507,0,1,1,9,9,1
P8,P8_no_relay,159,ENHANCED,50,14,36,862,61.57,1999,0.0070,508,0,1,1,11,11,1
P9,P9_amrs_12,150,ENHANCED,100,100,0,2992,29.92,650,0.1538,3889,0,0,0,210,210,0
P9,P9_amrs_12,151,ENHANCED,100,100,0,2997,29.97,659,0.1517,3969,1,5,5,183,183,5
P9,P9_amrs_12,152,ENHANCED,100,100,0,3287,32.87,663,0.1508,4019,2,2,2,306,306,2
P9,P9_amrs_12,153,ENHANCED,100,100,0,3157,31.57,656,0.1524,3951,2,2,2,286,286,2
P9,P9_amrs_12,154,ENHANCED,100,100,0,3114,31.14,669,0.1495,4036,0,7,7,301,301,7
P9,P9_amrs_12,155,ENHANCED,100,100,0,3123,31.23,665,0.1504,3931,1,0,0,274,274,0
P9,P9_amrs_12,156,ENHANCED,100,100,0,3180,31.80,658,0.1520,3921,1,2,2,295,295,2
P9,P9_amrs_12,157,ENHANCED,100,100,0,3112,31.12,658,0.1520,3967,1,1,1,248,248,1
P9,P9_amrs_12,158,ENHANCED,100,100,0,3203,32.03,665,0.1504,4013,1,2,2,280,280,2
P9,P9_amrs_12,159,ENHANCED,100,100,0,3117,31.17,667,0.1499,3984,1,1,1,277,277,1
P9,P9_amrs_15,150,ENHANCED,100,100,0,3030,30.30,662,0.1511,3982,2,0,0,334,334,0
P9,P9_amrs_15,151,ENHANCED,100,100,0,3093,30.93,657,0.1522,4086,1,0,0,334,334,0
P9,P9_amrs_15,152,ENHANCED,100,100,0,3131,31.31,652,0.1534,4059,2,2,2,338,338,2
P9,P9_amrs_15,153,ENHANCED,100,100,0,3703,37.03,671,0.1490,4314,2,11,11,523,523,11
P9,P9_amrs_15,154,ENHANCED,100,100,0,3213,32.13,658,0.1520,3973,2,0,0,378,378,0
P9,P9_amrs_15,155,ENHANCED,100,100,0,3110,31.10,654,0.1529,3942,1,0,0,283,283,0
P9,P9_amrs_15,156,ENHANCED,100,100,0,2986,29.86,660,0.1515,3921,3,0,0,391,391,0
P9,P9_amrs_15,157,ENHANCED,100,100,0,3136,31.36,700,0.1429,4263,2,3,3,431,431,3
P9,P9_amrs_15,158,ENHANCED,100,100,0,3134,31.34,663,0.1508,4119,2,3,3,323,323,3
P9,P9_amrs_15,159,ENHANCED,100,100,0,3136,31.36,669,0.1495,4211,2,5,5,420,420,5
P9,P9_amrs_2,150,ENHANCED,100,100,0,72743,727.43,2072,0.0483,3352,0,12,12,8,8,12
P9,P9_amrs_2,151,ENHANCED,100,100,0,73714,737.14,2109,0.0474,3374,0,17,17,5,5,17
P9,P9_amrs_2,152,ENHANCED,100,100,0,72796,727.96,2127,0.0470,3366,0,16,16,6,6,16
P9,P9_amrs_2,153,ENHANCED,100,100,0,73463,734.63,2080,0.0481,3382,0,18,18,7,7,18
P9,P9_amrs_2,154,ENHANCED,100,100,0,73703,737.03,2113,0.0473,3380,0,15,15,17,17,15
P9,P9_amrs_2,155,ENHANCED,100,100,0,73822,738.22,2070,0.0483,3352,0,15,15,9,9,15
P9,P9_amrs_2,156,ENHANCED,100,100,0,73050,730.50,2106,0.0475,3386,0,16,16,10,10,16
P9,P9_amrs_2,157,ENHANCED,100,100,0,72762,727.62,2065,0.0484,3343,0,13,13,7,7,13
P9,P9_amrs_2,158,ENHANCED,100,100,0,73678,736.78,2093,0.0478,3371,0,19,19,8,8,19
P9,P9_amrs_2,159,ENHANCED,100,100,0,71991,719.91,2088,0.0479,3357,0,16,16,5,5,16
P9,P9_amrs_3,150,ENHANCED,100,100,0,39974,399.74,1442,0.0693,3415,0,16,16,19,19,16
P9,P9_amrs_3,151,ENHANCED,100,100,0,41231,412.31,1457,0.0686,3449,0,23,23,18,18,23
P9,P9_amrs_3,152,ENHANCED,100,100,0,41790,417.90,1446,0.0692,3434,0,21,21,22,22,21
P9,P9_amrs_3,153,ENHANCED,100,100,0,40097,400.97,1466,0.0682,3375,0,14,14,15,15,14
P9,P9_amrs_3,154,ENHANCED,100,100,0,40381,403.81,1434,0.0697,3417,0,17,17,13,13,17
P9,P9_amrs_3,155,ENHANCED,100,100,0,41861,418.61,1475,0.0678,3441,0,20,20,20,20,20
P9,P9_amrs_3,156,ENHANCED,100,100,0,40503,405.03,1450,0.0690,3422,0,16,16,23,23,16
P9,P9_amrs_3,157,ENHANCED,100,100,0,39866,398.66,1417,0.0706,3387,0,10,10,12,12,10
P9,P9_amrs_3,158,ENHANCED,100,100,0,40744,407.44,1432,0.0698,3425,0,22,22,14,14,22
P9,P9_amrs_3,159,ENHANCED,100,100,0,39802,398.02,1442,0.0693,3409,0,16,16,20,20,16
P9,P9_amrs_5,150,ENHANCED,100,100,0,14704,147.04,944,0.1059,3481,0,17,17,31,31,17
P9,P9_amrs_5,151,ENHANCED,100,100,0,14955,149.55,935,0.1070,3470,0,18,18,28,28,18
P9,P9_amrs_5,152,ENHANCED,100,100,0,13386,133.86,898,0.1114,3416,0,14,14,21,21,14
P9,P9_amrs_5,153,ENHANCED,100,100,0,16528,165.28,961,0.1041,3600,0,20,20,49,49,20
P9,P9_amrs_5,154,ENHANCED,100,100,0,16480,164.80,951,0.1052,3496,0,18,18,32,32,18
P9,P9_amrs_5,155,ENHANCED,100,100,0,15430,154.30,928,0.1078,3509,0,17,17,37,37,17
P9,P9_amrs_5,156,ENHANCED,100,100,0,16801,168.01,959,0.1043,3523,0,16,16,41,41,16
P9,P9_amrs_5,157,ENHANCED,100,100,0,16005,160.05,963,0.1038,3545,0,16,16,35,35,16
P9,P9_amrs_5,158,ENHANCED,100,100,0,15080,150.80,946,0.1057,3508,0,18,18,42,42,18
P9,P9_amrs_5,159,ENHANCED,100,100,0,15027,150.27,947,0.1056,3465,0,18,18,37,37,18
P9,P9_amrs_8,150,ENHANCED,100,100,0,3794,37.94,668,0.1497,3560,0,4,4,77,77,4
P9,P9_amrs_8,151,ENHANCED,100,100,0,3872,38.72,674,0.1484,3550,0,3,3,70,70,3
P9,P9_amrs_8,152,ENHANCED,100,100,0,3902,39.02,682,0.1466,3588,0,5,5,89,89,5
P9,P9_amrs_8,153,ENHANCED,100,100,0,3727,37.27,666,0.1502,3541,0,5,5,67,67,5
P9,P9_amrs_8,154,ENHANCED,100,100,0,3706,37.06,664,0.1506,3525,0,4,4,78,78,4
P9,P9_amrs_8,155,ENHANCED,100,100,0,3717,37.17,674,0.1484,3525,0,5,5,67,67,5
P9,P9_amrs_8,156,ENHANCED,100,100,0,3885,38.85,669,0.1495,3583,0,6,6,84,84,6
P9,P9_amrs_8,157,ENHANCED,100,100,0,3643,36.43,671,0.1490,3496,0,2,2,69,69,2
P9,P9_amrs_8,158,ENHANCED,100,100,0,4089,40.89,666,0.1502,3568,0,7,7,67,67,7
P9,P9_amrs_8,159,ENHANCED,100,100,0,3778,37.78,677,0.1477,3566,0,4,4,86,86,4
P9,P9_bottleneck,150,ENHANCED,50,50,0,10720,214.40,766,0.0653,2105,0,17,17,64,64,17
P9,P9_bottleneck,151,ENHANCED,50,50,0,10339,206.78,780,0.0641,2056,0,13,13,77,77,13
P9,P9_bottleneck,152,ENHANCED,50,50,0,10915,218.30,788,0.0635,2083,0,17,17,65,65,17
P9,P9_bottleneck,153,ENHANCED,50,50,0,11367,227.34,792,0.0631,2026,0,15,15,72,72,15
P9,P9_bottleneck,154,ENHANCED,50,50,0,11101,222.02,795,0.0629,2038,0,14,14,63,63,14
P9,P9_bottleneck,155,ENHANCED,50,50,0,11205,224.10,812,0.0616,2062,0,15,15,75,75,15
P9,P9_bottleneck,156,ENHANCED,50,50,0,10532,210.64,751,0.0666,2034,0,15,15,75,75,15
P9,P9_bottleneck,157,ENHANCED,50,50,0,9912,198.24,757,0.0661,2070,0,17,17,69,69,17
P9,P9_bottleneck,158,ENHANCED,50,50,0,10599,211.98,792,0.0631,2080,0,17,17,75,75,17
P9,P9_bottleneck,159,ENHANCED,50,50,0,11289,225.78,782,0.0639,2061,0,15,15,73,73,15
P9,P9_burst,150,ENHANCED,50,50,0,8259,165.18,434,0.1152,1697,0,5,5,16,16,5
P9,P9_burst,151,ENHANCED,50,50,0,8332,166.64,455,0.1099,1764,1,9,9,26,26,9
P9,P9_burst,152,ENHANCED,50,50,0,8715,174.30,459,0.1089,1775,0,10,10,23,23,10
P9,P9_burst,153,ENHANCED,50,50,0,8390,167.80,451,0.1109,1738,0,11,11,13,13,11
P9,P9_burst,154,ENHANCED,50,50,0,8764,175.28,467,0.1071,1786,0,9,9,37,37,9
P9,P9_burst,155,ENHANCED,50,50,0,8358,167.16,445,0.1124,1711,0,11,11,18,18,11
P9,P9_burst,156,ENHANCED,50,50,0,8218,164.36,438,0.1142,1709,0,7,7,10,10,7
P9,P9_burst,157,ENHANCED,50,50,0,8586,171.72,459,0.1089,1746,0,8,8,27,27,8
P9,P9_burst,158,ENHANCED,50,50,0,8285,165.70,438,0.1142,1716,0,9,9,14,14,9
P9,P9_burst,159,ENHANCED,50,50,0,8397,167.94,451,0.1109,1721,0,10,10,9,9,10
P9,P9_humans_0,150,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,151,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,152,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,153,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,154,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,155,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,156,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,157,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,158,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_0,159,ENHANCED,50,50,0,3977,79.54,488,0.1025,1746,0,8,8,15,15,8
P9,P9_humans_10,150,ENHANCED,50,50,0,4790,95.80,498,0.1004,1734,0,7,7,15,15,7
P9,P9_humans_10,151,ENHANCED,50,50,0,4741,94.82,505,0.0990,1786,0,9,9,21,21,9
P9,P9_humans_10,152,ENHANCED,50,50,0,5134,102.68,513,0.0975,1763,0,8,8,24,24,8
P9,P9_humans_10,153,ENHANCED,50,50,0,4503,90.06,491,0.1018,1722,0,6,6,13,13,6
P9,P9_humans_10,154,ENHANCED,50,50,0,4426,88.52,492,0.1016,1719,0,7,7,13,13,7
P9,P9_humans_10,155,ENHANCED,50,50,0,5110,102.20,516,0.0969,1768,0,10,10,11,11,10
P9,P9_humans_10,156,ENHANCED,50,50,0,5676,113.52,559,0.0894,1894,0,13,13,38,38,13
P9,P9_humans_10,157,ENHANCED,50,50,0,5129,102.58,527,0.0949,1789,0,11,11,20,20,11
P9,P9_humans_10,158,ENHANCED,50,50,0,4912,98.24,505,0.0990,1765,0,9,9,15,15,9
P9,P9_humans_10,159,ENHANCED,50,50,0,4589,91.78,512,0.0977,1752,0,6,6,15,15,6
P9,P9_humans_15,150,ENHANCED,50,50,0,5380,107.60,535,0.0935,1774,0,11,11,26,26,11
P9,P9_humans_15,151,ENHANCED,50,50,0,5018,100.36,525,0.0952,1765,0,9,9,16,16,9
P9,P9_humans_15,152,ENHANCED,50,50,0,4748,94.96,519,0.0963,1781,0,8,8,14,14,8
P9,P9_humans_15,153,ENHANCED,50,50,0,5611,112.22,542,0.0923,1779,0,8,8,21,21,8
P9,P9_humans_15,154,ENHANCED,50,50,0,5046,100.92,512,0.0977,1744,0,8,8,18,18,8
P9,P9_humans_15,155,ENHANCED,50,50,0,5058,101.16,521,0.0960,1795,0,11,11,18,18,11
P9,P9_humans_15,156,ENHANCED,50,50,0,5233,104.66,515,0.0971,1751,0,9,9,14,14,9
P9,P9_humans_15,157,ENHANCED,50,50,0,5040,100.80,513,0.0975,1768,0,8,8,15,15,8
P9,P9_humans_15,158,ENHANCED,50,50,0,5190,103.80,520,0.0962,1774,0,9,9,16,16,9
P9,P9_humans_15,159,ENHANCED,50,50,0,5562,111.24,543,0.0921,1825,0,9,9,37,37,9
P9,P9_humans_3,150,ENHANCED,50,50,0,4726,94.52,500,0.1000,1790,0,10,10,23,23,10
P9,P9_humans_3,151,ENHANCED,50,50,0,4066,81.32,481,0.1040,1718,0,8,8,11,11,8
P9,P9_humans_3,152,ENHANCED,50,50,0,3779,75.58,466,0.1073,1692,0,8,8,8,8,8
P9,P9_humans_3,153,ENHANCED,50,50,0,3944,78.88,475,0.1053,1711,0,6,6,14,14,6
P9,P9_humans_3,154,ENHANCED,50,50,0,4430,88.60,496,0.1008,1762,0,10,10,15,15,10
P9,P9_humans_3,155,ENHANCED,50,50,0,4480,89.60,494,0.1012,1738,0,9,9,19,19,9
P9,P9_humans_3,156,ENHANCED,50,50,0,4912,98.24,509,0.0982,1796,0,9,9,29,29,9
P9,P9_humans_3,157,ENHANCED,50,50,0,4543,90.86,499,0.1002,1792,0,12,12,10,10,12
P9,P9_humans_3,158,ENHANCED,50,50,0,4438,88.76,498,0.1004,1740,0,6,6,29,29,6
P9,P9_humans_3,159,ENHANCED,50,50,0,4310,86.20,498,0.1004,1716,0,5,5,22,22,5
P9,P9_humans_6,150,ENHANCED,50,50,0,4368,87.36,483,0.1035,1731,0,8,8,15,15,8
P9,P9_humans_6,151,ENHANCED,50,50,0,4426,88.52,491,0.1018,1732,0,6,6,20,20,6
P9,P9_humans_6,152,ENHANCED,50,50,0,4243,84.86,481,0.1040,1710,0,7,7,17,17,7
P9,P9_humans_6,153,ENHANCED,50,50,0,4089,81.78,481,0.1040,1728,0,6,6,8,8,6
P9,P9_humans_6,154,ENHANCED,50,50,0,5073,101.46,503,0.0994,1812,0,12,12,22,22,12
P9,P9_humans_6,155,ENHANCED,50,50,0,4407,88.14,478,0.1046,1741,0,9,9,27,27,9
P9,P9_humans_6,156,ENHANCED,50,50,0,5011,100.22,515,0.0971,1792,0,12,12,21,21,12
P9,P9_humans_6,157,ENHANCED,50,50,0,4707,94.14,506,0.0988,1760,0,9,9,16,16,9
P9,P9_humans_6,158,ENHANCED,50,50,0,4697,93.94,499,0.1002,1783,0,11,11,15,15,11
P9,P9_humans_6,159,ENHANCED,50,50,0,4026,80.52,474,0.1055,1731,0,6,6,17,17,6
P9,P9_obstacles_0,150,ENHANCED,50,50,0,4555,91.10,493,0.1014,1737,0,7,7,9,9,7
P9,P9_obstacles_0,151,ENHANCED,50,50,0,4340,86.80,486,0.1029,1753,0,8,8,16,16,8
P9,P9_obstacles_0,152,ENHANCED,50,50,0,4757,95.14,498,0.1004,1761,0,11,11,12,12,11
P9,P9_obstacles_0,153,ENHANCED,50,50,0,4719,94.38,505,0.0990,1743,0,10,10,14,14,10
P9,P9_obstacles_0,154,ENHANCED,50,50,0,4294,85.88,475,0.1053,1728,0,8,8,14,14,8
P9,P9_obstacles_0,155,ENHANCED,50,50,0,4087,81.74,475,0.1053,1732,0,8,8,9,9,8
P9,P9_obstacles_0,156,ENHANCED,50,50,0,4494,89.88,486,0.1029,1744,0,9,9,18,18,9
P9,P9_obstacles_0,157,ENHANCED,50,50,0,4749,94.98,507,0.0986,1780,0,12,12,14,14,12
P9,P9_obstacles_0,158,ENHANCED,50,50,0,4943,98.86,510,0.0980,1781,0,12,12,23,23,12
P9,P9_obstacles_0,159,ENHANCED,50,50,0,4546,90.92,492,0.1016,1753,0,12,12,14,14,12
P9,P9_obstacles_10,150,ENHANCED,50,50,0,4170,83.40,476,0.1050,1714,0,5,5,15,15,5
P9,P9_obstacles_10,151,ENHANCED,50,50,0,4403,88.06,489,0.1022,1722,0,9,9,10,10,9
P9,P9_obstacles_10,152,ENHANCED,50,50,0,4213,84.26,485,0.1031,1745,0,7,7,19,19,7
P9,P9_obstacles_10,153,ENHANCED,50,50,0,4348,86.96,482,0.1037,1729,0,13,13,15,15,13
P9,P9_obstacles_10,154,ENHANCED,50,50,0,4589,91.78,485,0.1031,1761,0,11,11,32,32,11
P9,P9_obstacles_10,155,ENHANCED,50,50,0,4436,88.72,489,0.1022,1775,0,11,11,16,16,11
P9,P9_obstacles_10,156,ENHANCED,50,50,0,4408,88.16,479,0.1044,1732,0,7,7,15,15,7
P9,P9_obstacles_10,157,ENHANCED,50,50,0,4632,92.64,511,0.0978,1754,0,9,9,23,23,9
P9,P9_obstacles_10,158,ENHANCED,50,50,0,4726,94.52,490,0.1020,1766,0,10,10,23,23,10
P9,P9_obstacles_10,159,ENHANCED,50,50,0,4461,89.22,498,0.1004,1721,0,9,9,10,10,9
P9,P9_obstacles_25,150,ENHANCED,50,50,0,4853,97.06,517,0.0967,1840,0,8,8,20,20,8
P9,P9_obstacles_25,151,ENHANCED,50,50,0,5283,105.66,516,0.0969,1841,0,10,10,20,20,10
P9,P9_obstacles_25,152,ENHANCED,50,50,0,5090,101.80,524,0.0954,1864,0,10,10,28,28,10
P9,P9_obstacles_25,153,ENHANCED,50,50,0,5157,103.14,519,0.0963,1843,0,13,13,16,16,13
P9,P9_obstacles_25,154,ENHANCED,50,50,0,5296,105.92,523,0.0956,1880,0,12,12,38,38,12
P9,P9_obstacles_25,155,ENHANCED,50,50,0,5290,105.80,511,0.0978,1871,0,14,14,21,21,14
P9,P9_obstacles_25,156,ENHANCED,50,50,0,4810,96.20,505,0.0990,1838,0,11,11,16,16,11
P9,P9_obstacles_25,157,ENHANCED,50,50,0,5504,110.08,530,0.0943,1885,0,12,12,25,25,12
P9,P9_obstacles_25,158,ENHANCED,50,50,0,4935,98.70,502,0.0996,1845,0,10,10,23,23,10
P9,P9_obstacles_25,159,ENHANCED,50,50,0,4896,97.92,516,0.0969,1876,0,13,13,20,20,13
P9,P9_obstacles_40,150,ENHANCED,50,50,0,5144,102.88,525,0.0952,1864,0,12,12,23,23,12
P9,P9_obstacles_40,151,ENHANCED,50,50,0,5066,101.32,519,0.0963,1854,0,12,12,17,17,12
P9,P9_obstacles_40,152,ENHANCED,50,50,0,4978,99.56,517,0.0967,1848,0,10,10,14,14,10
P9,P9_obstacles_40,153,ENHANCED,50,50,0,5462,109.24,528,0.0947,1907,0,14,14,20,20,14
P9,P9_obstacles_40,154,ENHANCED,50,50,0,6057,121.14,547,0.0914,1946,0,13,13,41,41,13
P9,P9_obstacles_40,155,ENHANCED,50,50,0,5017,100.34,508,0.0984,1860,0,12,12,14,14,12
P9,P9_obstacles_40,156,ENHANCED,50,50,0,4828,96.56,515,0.0971,1820,0,10,10,16,16,10
P9,P9_obstacles_40,157,ENHANCED,50,50,0,5295,105.90,535,0.0935,1888,0,13,13,12,12,13
P9,P9_obstacles_40,158,ENHANCED,50,50,0,5199,103.98,537,0.0931,1885,0,12,12,16,16,12
P9,P9_obstacles_40,159,ENHANCED,50,50,0,5192,103.84,530,0.0943,1868,0,10,10,30,30,10
P9,P9_obstacles_60,150,ENHANCED,50,50,0,5851,117.02,563,0.0888,1954,0,15,15,19,19,15
P9,P9_obstacles_60,151,ENHANCED,50,50,0,5948,118.96,537,0.0931,1941,0,15,15,22,22,15
P9,P9_obstacles_60,152,ENHANCED,50,50,0,5631,112.62,552,0.0906,1887,0,8,8,17,17,8
P9,P9_obstacles_60,153,ENHANCED,50,50,0,5503,110.06,540,0.0926,1874,0,10,10,13,13,10
P9,P9_obstacles_60,154,ENHANCED,50,50,0,5580,111.60,544,0.0919,1895,0,10,10,23,23,10
P9,P9_obstacles_60,155,ENHANCED,50,50,0,5796,115.92,554,0.0903,1876,0,9,9,27,27,9
P9,P9_obstacles_60,156,ENHANCED,50,50,0,5635,112.70,536,0.0933,1920,0,12,12,16,16,12
P9,P9_obstacles_60,157,ENHANCED,50,50,0,5310,106.20,518,0.0965,1889,0,12,12,18,18,12
P9,P9_obstacles_60,158,ENHANCED,50,50,0,5730,114.60,531,0.0942,1922,0,15,15,24,24,15
P9,P9_obstacles_60,159,ENHANCED,50,50,0,5761,115.22,549,0.0911,1947,0,12,12,21,21,12
P9,P9_pallets_100,150,ENHANCED,100,100,0,15794,157.94,950,0.1053,3588,0,23,23,41,41,23
P9,P9_pallets_100,151,ENHANCED,100,100,0,16362,163.62,947,0.1056,3529,0,18,18,32,32,18
P9,P9_pallets_100,152,ENHANCED,100,100,0,14462,144.62,913,0.1095,3458,0,15,15,40,40,15
