phase,experiment,seed,mode,total_pallets,delivered,pending,total_delivery_time,avg_delivery,makespan,throughput,total_distance,battery_deaths,intermediate_received,intermediate_picked,conflicts,yields,relay_drops
P3,P3_battery_greedy,154,ENHANCED,100,100,0,14467,144.67,910,0.1099,3377,0,14,14,0,0,14
P3,P3_battery_greedy,155,ENHANCED,100,100,0,16463,164.63,964,0.1037,3469,0,20,20,0,0,20
P3,P3_battery_greedy,156,ENHANCED,100,100,0,15270,152.70,932,0.1073,3472,0,21,21,0,0,21
P3,P3_battery_greedy,157,ENHANCED,100,100,0,16414,164.14,962,0.1040,3505,0,20,20,0,0,20
P3,P3_battery_greedy,158,ENHANCED,100,100,0,15397,153.97,936,0.1068,3423,0,14,14,0,0,14
P3,P3_battery_greedy,159,ENHANCED,100,100,0,15717,157.17,937,0.1067,3522,0,22,22,0,0,22
P3,P3_battery_least_utilized,150,ENHANCED,100,100,0,14629,146.29,929,0.1076,3447,0,17,17,0,0,17
P3,P3_battery_least_utilized,151,ENHANCED,100,100,0,15028,150.28,933,0.1072,3455,0,20,20,0,0,20
P3,P3_battery_least_utilized,152,ENHANCED,100,100,0,14787,147.87,919,0.1088,3389,0,10,10,0,0,10
P3,P3_battery_least_utilized,153,ENHANCED,100,100,0,15173,151.73,935,0.1070,3410,0,16,16,0,0,16
P3,P3_battery_least_utilized,154,ENHANCED,100,100,0,15607,156.07,934,0.1071,3454,0,21,21,0,0,21
P3,P3_battery_least_utilized,155,ENHANCED,100,100,0,14706,147.06,936,0.1068,3402,0,11,11,0,0,11
P3,P3_battery_least_utilized,156,ENHANCED,100,100,0,16453,164.53,966,0.1035,3533,0,24,24,0,0,24
P3,P3_battery_least_utilized,157,ENHANCED,100,100,0,14750,147.50,940,0.1064,3391,0,13,13,0,0,13
P3,P3_battery_least_utilized,158,ENHANCED,100,100,0,14158,141.58,924,0.1082,3388,0,11,11,0,0,11
P3,P3_battery_least_utilized,159,ENHANCED,100,100,0,16511,165.11,936,0.1068,3508,0,22,22,0,0,22
P3,P3_battery_random,150,ENHANCED,100,100,0,14106,141.06,940,0.1064,3412,0,15,15,0,0,15
P3,P3_battery_random,151,ENHANCED,100,100,0,14272,142.72,908,0.1101,3386,0,14,14,0,0,14
P3,P3_battery_random,152,ENHANCED,100,100,0,14617,146.17,942,0.1062,3427,0,14,14,0,0,14
P3,P3_battery_random,153,ENHANCED,100,100,0,14575,145.75,916,0.1092,3417,0,20,20,0,0,20
P3,P3_battery_random,154,ENHANCED,100,100,0,13556,135.56,904,0.1106,3396,0,15,15,0,0,15
P3,P3_battery_random,155,ENHANCED,100,100,0,14188,141.88,936,0.1068,3423,0,14,14,0,0,14
P3,P3_battery_random,156,ENHANCED,100,100,0,15148,151.48,940,0.1064,3445,0,18,18,0,0,18
P3,P3_battery_random,157,ENHANCED,100,100,0,15577,155.77,953,0.1049,3472,0,20,20,0,0,20
P3,P3_battery_random,158,ENHANCED,100,100,0,14502,145.02,919,0.1088,3414,0,15,15,0,0,15
P3,P3_battery_random,159,ENHANCED,100,100,0,15454,154.54,974,0.1027,3501,0,18,18,0,0,18
P3,P3_battery_round_robin,150,ENHANCED,100,100,0,14647,146.47,937,0.1067,3428,0,18,18,0,0,18
P3,P3_battery_round_robin,151,ENHANCED,100,100,0,14389,143.89,934,0.1071,3413,0,14,14,0,0,14
P3,P3_battery_round_robin,152,ENHANCED,100,100,0,14317,143.17,942,0.1062,3385,0,12,12,0,0,12
P3,P3_battery_round_robin,153,ENHANCED,100,100,0,16240,162.40,957,0.1045,3491,0,19,19,0,0,19
P3,P3_battery_round_robin,154,ENHANCED,100,100,0,14809,148.09,932,0.1073,3403,0,21,21,0,0,21
P3,P3_battery_round_robin,155,ENHANCED,100,100,0,15161,151.61,933,0.1072,3427,0,11,11,0,0,11
P3,P3_battery_round_robin,156,ENHANCED,100,100,0,14847,148.47,949,0.1054,3461,0,21,21,0,0,21
P3,P3_battery_round_robin,157,ENHANCED,100,100,0,16498,164.98,973,0.1028,3468,0,21,21,0,0,21
P3,P3_battery_round_robin,158,ENHANCED,100,100,0,16043,160.43,947,0.1056,3468,0,17,17,0,0,17
P3,P3_battery_round_robin,159,ENHANCED,100,100,0,16776,167.76,974,0.1027,3471,0,19,19,0,0,19
P3,P3_scarce_cnp,150,ENHANCED,100,44,56,4963,112.80,3999,0.0110,1383,0,0,0,0,0,0
P3,P3_scarce_cnp,151,ENHANCED,100,44,56,4272,97.09,3999,0.0110,1389,0,0,0,0,0,0
P3,P3_scarce_cnp,152,ENHANCED,100,44,56,5215,118.52,3999,0.0110,1386,0,0,0,0,0,0
P3,P3_scarce_cnp,153,ENHANCED,100,43,57,4115,95.70,3999,0.0108,1356,0,0,0,0,0,0
P3,P3_scarce_cnp,154,ENHANCED,100,44,56,5340,121.36,3999,0.0110,1388,0,0,0,0,0,0
P3,P3_scarce_cnp,155,ENHANCED,100,43,57,5083,118.21,3999,0.0108,1349,0,0,0,0,0,0
P3,P3_scarce_cnp,156,ENHANCED,100,44,56,5175,117.61,3999,0.0110,1383,0,0,0,0,0,0
P3,P3_scarce_cnp,157,ENHANCED,100,44,56,5100,115.91,3999,0.0110,1381,0,0,0,0,0,0
P3,P3_scarce_cnp,158,ENHANCED,100,42,58,4351,103.60,3999,0.0105,1314,0,0,0,0,0,0
P3,P3_scarce_cnp,159,ENHANCED,100,42,58,3868,92.10,3999,0.0105,1317,0,0,0,0,0,0
P3,P3_scarce_greedy,150,ENHANCED,100,100,0,33221,332.21,1364,0.0733,3241,0,4,4,0,0,4
P3,P3_scarce_greedy,151,ENHANCED,100,100,0,33779,337.79,1406,0.0711,3242,0,4,4,0,0,4
P3,P3_scarce_greedy,152,ENHANCED,100,100,0,33516,335.16,1430,0.0699,3263,1,3,3,0,0,3
P3,P3_scarce_greedy,153,ENHANCED,100,100,0,33481,334.81,1407,0.0711,3250,0,4,4,0,0,4
P3,P3_scarce_greedy,154,ENHANCED,100,100,0,42919,429.19,1642,0.0609,3246,1,2,2,0,0,2
P3,P3_scarce_greedy,155,ENHANCED,100,100,0,33776,337.76,1415,0.0707,3215,0,2,2,0,0,2
P3,P3_scarce_greedy,156,ENHANCED,100,100,0,34230,342.30,1427,0.0701,3229,0,3,3,0,0,3
P3,P3_scarce_greedy,157,ENHANCED,100,100,0,32815,328.15,1370,0.0730,3217,0,2,2,0,0,2
P3,P3_scarce_greedy,158,ENHANCED,100,100,0,33305,333.05,1399,0.0715,3243,0,4,4,0,0,4
P3,P3_scarce_greedy,159,ENHANCED,100,100,0,32504,325.04,1351,0.0740,3247,0,4,4,0,0,4
P3,P3_scarce_least_utilized,150,ENHANCED,100,100,0,42659,426.59,1633,0.0612,3231,1,1,1,0,0,1
P3,P3_scarce_least_utilized,151,ENHANCED,100,100,0,32310,323.10,1361,0.0735,3221,0,2,2,0,0,2
P3,P3_scarce_least_utilized,152,ENHANCED,100,100,0,34315,343.15,1437,0.0696,3227,0,2,2,0,0,2
P3,P3_scarce_least_utilized,153,ENHANCED,100,100,0,32932,329.32,1367,0.0732,3221,0,2,2,0,0,2
P3,P3_scarce_least_utilized,154,ENHANCED,100,100,0,34349,343.49,1420,0.0704,3229,0,2,2,0,0,2
P3,P3_scarce_least_utilized,155,ENHANCED,100,100,0,34909,349.09,1460,0.0685,3226,0,2,2,0,0,2
P3,P3_scarce_least_utilized,156,ENHANCED,100,100,0,33547,335.47,1391,0.0719,3223,0,2,2,0,0,2
P3,P3_scarce_least_utilized,157,ENHANCED,100,100,0,34964,349.64,1460,0.0685,3222,0,3,3,0,0,3
P3,P3_scarce_least_utilized,158,ENHANCED,100,100,0,32769,327.69,1365,0.0733,3215,0,2,2,0,0,2
P3,P3_scarce_least_utilized,159,ENHANCED,100,100,0,34372,343.72,1425,0.0702,3222,0,3,3,0,0,3
P3,P3_scarce_random,150,ENHANCED,100,100,0,32723,327.23,1365,0.0733,3225,0,2,2,0,0,2
P3,P3_scarce_random,151,ENHANCED,100,100,0,34181,341.81,1421,0.0704,3242,0,4,4,0,0,4
P3,P3_scarce_random,152,ENHANCED,100,100,0,41810,418.10,1626,0.0615,3254,1,3,3,0,0,3
P3,P3_scarce_random,153,ENHANCED,100,100,0,33806,338.06,1407,0.0711,3233,0,3,3,0,0,3
P3,P3_scarce_random,154,ENHANCED,100,100,0,34240,342.40,1422,0.0703,3246,0,4,4,0,0,4
P3,P3_scarce_random,155,ENHANCED,100,100,0,33533,335.33,1386,0.0722,3239,0,3,3,0,0,3
P3,P3_scarce_random,156,ENHANCED,100,100,0,32619,326.19,1362,0.0734,3249,0,4,4,0,0,4
P3,P3_scarce_random,157,ENHANCED,100,100,0,32942,329.42,1366,0.0732,3252,0,4,4,0,0,4
P3,P3_scarce_random,158,ENHANCED,100,100,0,32402,324.02,1379,0.0725,3250,0,4,4,0,0,4
P3,P3_scarce_random,159,ENHANCED,100,100,0,32231,322.31,1358,0.0736,3251,0,4,4,0,0,4
P3,P3_scarce_round_robin,150,ENHANCED,100,100,0,43166,431.66,1646,0.0608,3248,1,2,2,0,0,2
P3,P3_scarce_round_robin,151,ENHANCED,100,100,0,34226,342.26,1415,0.0707,3229,0,3,3,0,0,3
P3,P3_scarce_round_robin,152,ENHANCED,100,100,0,33424,334.24,1399,0.0715,3218,0,2,2,0,0,2
P3,P3_scarce_round_robin,153,ENHANCED,100,100,0,32365,323.65,1349,0.0741,3219,0,2,2,0,0,2
P3,P3_scarce_round_robin,154,ENHANCED,100,100,0,33016,330.16,1376,0.0727,3218,0,1,1,0,0,1
P3,P3_scarce_round_robin,155,ENHANCED,100,100,0,34773,347.73,1447,0.0691,3223,0,1,1,0,0,1
P3,P3_scarce_round_robin,156,ENHANCED,100,100,0,34206,342.06,1442,0.0693,3229,0,2,2,0,0,2
P3,P3_scarce_round_robin,157,ENHANCED,100,100,0,43634,436.34,1644,0.0608,3250,1,2,2,0,0,2
P3,P3_scarce_round_robin,158,ENHANCED,100,100,0,34274,342.74,1408,0.0710,3229,0,3,3,0,0,3
P3,P3_scarce_round_robin,159,ENHANCED,100,100,0,33695,336.95,1411,0.0709,3236,0,2,2,0,0,2
P4,P4_bottleneck_none,150,ENHANCED,50,50,0,14455,289.10,901,0.0555,2163,0,0,0,0,0,0
P4,P4_bottleneck_none,151,ENHANCED,50,50,0,14300,286.00,924,0.0541,2190,0,0,0,0,0,0
P4,P4_bottleneck_none,152,ENHANCED,50,50,0,14712,294.24,924,0.0541,2136,0,0,0,0,0,0
P4,P4_bottleneck_none,153,ENHANCED,50,50,0,13842,276.84,891,0.0561,2150,0,0,0,0,0,0
P4,P4_bottleneck_none,154,ENHANCED,50,50,0,14099,281.98,942,0.0531,2222,0,0,0,0,0,0
P4,P4_bottleneck_none,155,ENHANCED,50,50,0,14345,286.90,903,0.0554,2156,0,0,0,0,0,0
P4,P4_bottleneck_none,156,ENHANCED,50,50,0,13556,271.12,886,0.0564,2130,0,0,0,0,0,0
P4,P4_bottleneck_none,157,ENHANCED,50,50,0,14095,281.90,901,0.0555,2141,0,0,0,0,0,0
P4,P4_bottleneck_none,158,ENHANCED,50,50,0,15071,301.42,941,0.0531,2208,0,0,0,0,0,0
P4,P4_bottleneck_none,159,ENHANCED,50,50,0,14160,283.20,899,0.0556,2212,0,0,0,0,0,0
P4,P4_bottleneck_priority,150,ENHANCED,50,50,0,16333,326.66,1163,0.0430,3037,1,1,1,1423,1423,0
P4,P4_bottleneck_priority,151,ENHANCED,50,50,0,14008,280.16,897,0.0557,2447,0,0,0,615,615,0
P4,P4_bottleneck_priority,152,ENHANCED,50,50,0,14024,280.48,866,0.0577,2600,0,1,1,604,604,1
P4,P4_bottleneck_priority,153,ENHANCED,50,50,0,13965,279.30,904,0.0553,2618,0,0,0,562,562,0
P4,P4_bottleneck_priority,154,ENHANCED,50,50,0,13720,274.40,882,0.0567,2392,0,0,0,540,540,0
P4,P4_bottleneck_priority,155,ENHANCED,50,50,0,13792,275.84,915,0.0546,2639,0,0,0,551,551,0
P4,P4_bottleneck_priority,156,ENHANCED,50,50,0,14700,294.00,924,0.0541,2604,0,0,0,492,492,0
P4,P4_bottleneck_priority,157,ENHANCED,50,50,0,13576,271.52,887,0.0564,2581,0,0,0,477,477,0
P4,P4_bottleneck_priority,158,ENHANCED,50,50,0,15123,302.46,934,0.0535,2718,0,0,0,576,576,0
P4,P4_bottleneck_priority,159,ENHANCED,50,50,0,14280,285.60,911,0.0549,2593,0,0,0,551,551,0
P4,P4_bottleneck_random,150,ENHANCED,50,50,0,13445,268.90,878,0.0569,2601,0,0,0,444,444,0
P4,P4_bottleneck_random,151,ENHANCED,50,50,0,13692,273.84,876,0.0571,2555,0,0,0,477,477,0
P4,P4_bottleneck_random,152,ENHANCED,50,50,0,13407,268.14,863,0.0579,2507,0,0,0,460,460,0
P4,P4_bottleneck_random,153,ENHANCED,50,50,0,14211,284.22,891,0.0561,2650,0,0,0,552,552,0
P4,P4_bottleneck_random,154,ENHANCED,50,50,0,15454,309.08,935,0.0535,2706,0,0,0,490,490,0
P4,P4_bottleneck_random,155,ENHANCED,50,50,0,13394,267.88,864,0.0579,2449,0,0,0,492,492,0
P4,P4_bottleneck_random,156,ENHANCED,50,50,0,13956,279.12,892,0.0561,2559,0,0,0,510,510,0
P4,P4_bottleneck_random,157,ENHANCED,50,50,0,13278,265.56,880,0.0568,2463,0,0,0,487,487,0
P4,P4_bottleneck_random,158,ENHANCED,50,50,0,13805,276.10,895,0.0559,2611,0,0,0,453,453,0
P4,P4_bottleneck_random,159,ENHANCED,50,50,0,13612,272.24,891,0.0561,2558,0,0,0,443,443,0
P4,P4_corridor_none,150,ENHANCED,100,100,0,6707,67.07,723,0.1383,3401,0,0,0,0,0,0
P4,P4_corridor_none,151,ENHANCED,100,100,0,6562,65.62,719,0.1391,3389,0,0,0,0,0,0
P4,P4_corridor_none,152,ENHANCED,100,100,0,6316,63.16,711,0.1406,3394,0,0,0,0,0,0
P4,P4_corridor_none,153,ENHANCED,100,100,0,6441,64.41,716,0.1397,3388,0,0,0,0,0,0
P4,P4_corridor_none,154,ENHANCED,100,100,0,6273,62.73,731,0.1368,3373,0,0,0,0,0,0
P4,P4_corridor_none,155,ENHANCED,100,100,0,6396,63.96,725,0.1379,3395,0,0,0,0,0,0
P4,P4_corridor_none,156,ENHANCED,100,100,0,6359,63.59,713,0.1403,3379,0,0,0,0,0,0
P4,P4_corridor_none,157,ENHANCED,100,100,0,6331,63.31,728,0.1374,3395,0,0,0,0,0,0
P4,P4_corridor_none,158,ENHANCED,100,100,0,6326,63.26,724,0.1381,3386,0,0,0,0,0,0
P4,P4_corridor_none,159,ENHANCED,100,100,0,6286,62.86,736,0.1359,3388,0,0,0,0,0,0
P4,P4_corridor_priority,150,ENHANCED,100,100,0,6262,62.62,726,0.1377,3458,0,0,0,54,54,0
P4,P4_corridor_priority,151,ENHANCED,100,100,0,6123,61.23,732,0.1366,3454,0,0,0,66,66,0
P4,P4_corridor_priority,152,ENHANCED,100,100,0,6048,60.48,728,0.1374,3450,0,0,0,56,56,0
P4,P4_corridor_priority,153,ENHANCED,100,100,0,6342,63.42,716,0.1397,3460,0,0,0,58,58,0
P4,P4_corridor_priority,154,ENHANCED,100,100,0,6112,61.12,719,0.1391,3454,0,0,0,56,56,0
P4,P4_corridor_priority,155,ENHANCED,100,100,0,6263,62.63,733,0.1364,3475,0,0,0,69,69,0
P4,P4_corridor_priority,156,ENHANCED,100,100,0,6227,62.27,726,0.1377,3440,0,0,0,50,50,0
P4,P4_corridor_priority,157,ENHANCED,100,100,0,6510,65.10,723,0.1383,3486,0,0,0,75,75,0
P4,P4_corridor_priority,158,ENHANCED,100,100,0,6194,61.94,725,0.1379,3460,0,0,0,56,56,0
P4,P4_corridor_priority,159,ENHANCED,100,100,0,6144,61.44,716,0.1397,3448,0,0,0,53,53,0
P4,P4_corridor_random,150,ENHANCED,100,100,0,5994,59.94,713,0.1403,3447,0,0,0,47,47,0
P4,P4_corridor_random,151,ENHANCED,100,100,0,6061,60.61,714,0.1401,3427,0,0,0,55,55,0
P4,P4_corridor_random,152,ENHANCED,100,100,0,5942,59.42,714,0.1401,3417,0,0,0,44,44,0
P4,P4_corridor_random,153,ENHANCED,100,100,0,6015,60.15,712,0.1404,3442,0,0,0,65,65,0
P4,P4_corridor_random,154,ENHANCED,100,100,0,6124,61.24,724,0.1381,3468,0,0,0,78,78,0
P4,P4_corridor_random,155,ENHANCED,100,100,0,6335,63.35,718,0.1393,3460,0,0,0,63,63,0
P4,P4_corridor_random,156,ENHANCED,100,100,0,6011,60.11,723,0.1383,3435,0,0,0,54,54,0
P4,P4_corridor_random,157,ENHANCED,100,100,0,6404,64.04,711,0.1406,3458,0,0,0,78,78,0
P4,P4_corridor_random,158,ENHANCED,100,100,0,6626,66.26,723,0.1383,3465,0,0,0,66,66,0
P4,P4_corridor_random,159,ENHANCED,100,100,0,5990,59.90,724,0.1381,3448,0,0,0,67,67,0
P4,P4_dense_none,150,ENHANCED,100,100,0,7420,74.20,755,0.1325,3858,0,0,0,0,0,0
P4,P4_dense_none,151,ENHANCED,100,100,0,7595,75.95,880,0.1136,4065,0,0,0,0,0,0
P4,P4_dense_none,152,ENHANCED,100,100,0,7364,73.64,754,0.1326,3868,0,0,0,0,0,0
P4,P4_dense_none,153,ENHANCED,100,100,0,7620,76.20,816,0.1225,3964,0,0,0,0,0,0
P4,P4_dense_none,154,ENHANCED,100,100,0,7368,73.68,814,0.1229,3927,0,0,0,0,0,0
P4,P4_dense_none,155,ENHANCED,100,100,0,7785,77.85,761,0.1314,3834,0,0,0,0,0,0
P4,P4_dense_none,156,ENHANCED,100,100,0,7762,77.62,822,0.1217,3923,0,0,0,0,0,0
P4,P4_dense_none,157,ENHANCED,100,100,0,7370,73.70,744,0.1344,3826,0,0,0,0,0,0
P4,P4_dense_none,158,ENHANCED,100,100,0,7569,75.69,750,0.1333,3899,0,0,0,0,0,0
P4,P4_dense_none,159,ENHANCED,100,100,0,7603,76.03,803,0.1245,3929,0,0,0,0,0,0
P4,P4_dense_priority,150,ENHANCED,100,100,0,7556,75.56,825,0.1212,4442,0,0,0,670,670,0
P4,P4_dense_priority,151,ENHANCED,100,100,0,7777,77.77,1016,0.0984,5078,1,0,0,807,807,0
P4,P4_dense_priority,152,ENHANCED,100,100,0,7861,78.61,769,0.1300,4346,0,0,0,547,547,0
P4,P4_dense_priority,153,ENHANCED,100,100,0,7675,76.75,879,0.1138,4422,0,0,0,623,623,0
P4,P4_dense_priority,154,ENHANCED,100,100,0,7679,76.79,823,0.1215,4377,0,0,0,689,689,0
P4,P4_dense_priority,155,ENHANCED,100,100,0,7568,75.68,766,0.1305,4207,0,0,0,487,487,0
P4,P4_dense_priority,156,ENHANCED,100,100,0,7754,77.54,830,0.1205,4510,0,0,0,757,757,0
P4,P4_dense_priority,157,ENHANCED,100,100,0,8065,80.65,779,0.1284,4238,0,0,0,630,630,0
P4,P4_dense_priority,158,ENHANCED,100,100,0,7755,77.55,997,0.1003,5397,0,1,1,1177,1177,1
P4,P4_dense_priority,159,ENHANCED,100,100,0,7432,74.32,749,0.1335,4085,0,0,0,429,429,0
P4,P4_dense_random,150,ENHANCED,100,100,0,7537,75.37,830,0.1205,4348,0,0,0,599,599,0
P4,P4_dense_random,151,ENHANCED,100,100,0,7905,79.05,1099,0.0910,5176,1,0,0,851,851,0
P4,P4_dense_random,152,ENHANCED,100,100,0,7185,71.85,755,0.1325,4170,0,0,0,416,416,0
P4,P4_dense_random,153,ENHANCED,100,100,0,7644,76.44,1079,0.0927,5223,1,0,0,742,742,0
P4,P4_dense_random,154,ENHANCED,100,100,0,7725,77.25,903,0.1107,4826,0,0,0,862,862,0
P4,P4_dense_random,155,ENHANCED,100,100,0,7364,73.64,883,0.1133,4656,0,0,0,738,738,0
P4,P4_dense_random,156,ENHANCED,100,100,0,8172,81.72,900,0.1111,4526,0,0,0,591,591,0
P4,P4_dense_random,157,ENHANCED,100,100,0,7613,76.13,847,0.1181,4505,0,0,0,687,687,0
P4,P4_dense_random,158,ENHANCED,100,100,0,8121,81.21,1166,0.0858,5559,1,0,0,1076,1076,0
P4,P4_dense_random,159,ENHANCED,100,100,0,8251,82.51,1110,0.0901,5435,2,0,0,990,990,0
P5,P5_recharge_0_15,150,ENHANCED,50,23,27,898,39.04,1999,0.0115,715,0,0,0,5,5,0
P5,P5_recharge_0_15,151,ENHANCED,50,23,27,858,37.30,1999,0.0115,717,0,0,0,2,2,0
P5,P5_recharge_0_15,152,ENHANCED,50,23,27,858,37.30,1999,0.0115,722,0,0,0,10,10,0
P5,P5_recharge_0_15,153,ENHANCED,50,23,27,879,38.22,1999,0.0115,718,0,0,0,4,4,0
P5,P5_recharge_0_15,154,ENHANCED,50,23,27,900,39.13,1999,0.0115,724,0,0,0,6,6,0
P5,P5_recharge_0_15,155,ENHANCED,50,23,27,884,38.43,1999,0.0115,719,0,0,0,8,8,0
P5,P5_recharge_0_15,156,ENHANCED,50,23,27,874,38.00,1999,0.0115,716,0,0,0,4,4,0
P5,P5_recharge_0_15,157,ENHANCED,50,23,27,859,37.35,1999,0.0115,713,0,0,0,4,4,0
P5,P5_recharge_0_15,158,ENHANCED,50,23,27,866,37.65,1999,0.0115,715,0,0,0,6,6,0
P5,P5_recharge_0_15,159,ENHANCED,50,23,27,876,38.09,1999,0.0115,719,0,0,0,6,6,0
P5,P5_recharge_0_25,150,ENHANCED,50,23,27,870,37.83,1999,0.0115,717,0,0,0,7,7,0
P5,P5_recharge_0_25,151,ENHANCED,50,23,27,834,36.26,1999,0.0115,719,0,0,0,5,5,0
P5,P5_recharge_0_25,152,ENHANCED,50,23,27,883,38.39,1999,0.0115,719,0,0,0,8,8,0
P5,P5_recharge_0_25,153,ENHANCED,50,23,27,919,39.96,1999,0.0115,723,0,0,0,7,7,0
P5,P5_recharge_0_25,154,ENHANCED,50,23,27,850,36.96,1999,0.0115,720,0,0,0,4,4,0
P5,P5_recharge_0_25,155,ENHANCED,50,23,27,895,38.91,1999,0.0115,724,0,0,0,6,6,0
P5,P5_recharge_0_25,156,ENHANCED,50,23,27,869,37.78,1999,0.0115,722,0,0,0,9,9,0
P5,P5_recharge_0_25,157,ENHANCED,50,23,27,892,38.78,1999,0.0115,717,0,0,0,7,7,0
P5,P5_recharge_0_25,158,ENHANCED,50,23,27,857,37.26,1999,0.0115,718,0,0,0,4,4,0
P5,P5_recharge_0_25,159,ENHANCED,50,23,27,867,37.70,1999,0.0115,718,0,0,0,4,4,0
P5,P5_recharge_0_40,150,ENHANCED,50,50,0,4207,84.14,519,0.0963,1705,0,7,7,20,20,7
P5,P5_recharge_0_40,151,ENHANCED,50,50,0,4223,84.46,499,0.1002,1716,0,10,10,14,14,10
P5,P5_recharge_0_40,152,ENHANCED,50,50,0,4340,86.80,503,0.0994,1699,0,7,7,12,12,7
P5,P5_recharge_0_40,153,ENHANCED,50,50,0,4464,89.28,505,0.0990,1731,0,6,6,26,26,6
P5,P5_recharge_0_40,154,ENHANCED,50,50,0,4072,81.44,494,0.1012,1693,0,7,7,19,19,7
P5,P5_recharge_0_40,155,ENHANCED,50,50,0,4074,81.48,496,0.1008,1685,0,6,6,12,12,6
P5,P5_recharge_0_40,156,ENHANCED,50,50,0,4578,91.56,531,0.0942,1748,0,8,8,17,17,8
P5,P5_recharge_0_40,157,ENHANCED,50,50,0,4168,83.36,488,0.1025,1737,0,7,7,19,19,7
P5,P5_recharge_0_40,158,ENHANCED,50,50,0,3953,79.06,481,0.1040,1683,0,8,8,18,18,8
P5,P5_recharge_0_40,159,ENHANCED,50,50,0,4187,83.74,509,0.0982,1707,0,9,9,11,11,9
P5,P5_recharge_0_50,150,ENHANCED,50,50,0,3979,79.58,492,0.1016,1727,0,5,5,16,16,5
P5,P5_recharge_0_50,151,ENHANCED,50,50,0,4137,82.74,540,0.0926,1742,0,4,4,14,14,4
P5,P5_recharge_0_50,152,ENHANCED,50,50,0,3957,79.14,525,0.0952,1699,0,2,2,6,6,2
P5,P5_recharge_0_50,153,ENHANCED,50,50,0,3954,79.08,524,0.0954,1722,0,4,4,7,7,4
P5,P5_recharge_0_50,154,ENHANCED,50,50,0,3958,79.16,519,0.0963,1725,0,2,2,13,13,2
P5,P5_recharge_0_50,155,ENHANCED,50,50,0,4121,82.42,521,0.0960,1728,0,5,5,19,19,5
P5,P5_recharge_0_50,156,ENHANCED,50,50,0,4082,81.64,525,0.0952,1697,0,1,1,23,23,1
P5,P5_recharge_0_50,157,ENHANCED,50,50,0,4069,81.38,531,0.0942,1728,0,3,3,9,9,3
P5,P5_recharge_0_50,158,ENHANCED,50,50,0,3816,76.32,514,0.0973,1717,0,2,2,15,15,2
P5,P5_recharge_0_50,159,ENHANCED,50,50,0,4285,85.70,488,0.1025,1739,0,3,3,17,17,3
P5,P5_recharge_0_60,150,ENHANCED,50,50,0,4576,91.52,519,0.0963,1736,0,9,9,16,16,9
P5,P5_recharge_0_60,151,ENHANCED,50,50,0,4377,87.54,513,0.0975,1745,0,8,8,12,12,8
P5,P5_recharge_0_60,152,ENHANCED,50,50,0,4564,91.28,509,0.0982,1740,0,9,9,11,11,9
P5,P5_recharge_0_60,153,ENHANCED,50,50,0,4360,87.20,516,0.0969,1737,0,8,8,7,7,8
P5,P5_recharge_0_60,154,ENHANCED,50,50,0,4716,94.32,539,0.0928,1747,0,8,8,15,15,8
P5,P5_recharge_0_60,155,ENHANCED,50,50,0,4248,84.96,515,0.0971,1714,0,8,8,18,18,8
P5,P5_recharge_0_60,156,ENHANCED,50,50,0,4238,84.76,501,0.0998,1710,0,11,11,11,11,11
P5,P5_recharge_0_60,157,ENHANCED,50,50,0,4345,86.90,519,0.0963,1765,0,7,7,20,20,7
P5,P5_recharge_0_60,158,ENHANCED,50,50,0,4839,96.78,521,0.0960,1755,0,11,11,14,14,11
P5,P5_recharge_0_60,159,ENHANCED,50,50,0,4486,89.72,500,0.1000,1735,0,9,9,26,26,9
P6,P6_relay_adaptive_bat50,150,ENHANCED,50,50,0,12555,251.10,983,0.0509,1936,1,31,31,27,27,31
P6,P6_relay_adaptive_bat50,151,ENHANCED,50,50,0,11656,233.12,811,0.0617,1887,0,31,31,28,28,31
P6,P6_relay_adaptive_bat50,152,ENHANCED,50,50,0,12411,248.22,971,0.0515,1922,1,31,31,27,27,31
P6,P6_relay_adaptive_bat50,153,ENHANCED,50,50,0,12143,242.86,852,0.0587,1890,0,31,31,23,23,31
P6,P6_relay_adaptive_bat50,154,ENHANCED,50,28,22,2395,85.54,1999,0.0140,1143,2,21,21,27,27,21
P6,P6_relay_adaptive_bat50,155,ENHANCED,50,24,26,1808,75.33,1999,0.0120,990,2,18,18,31,31,18
P6,P6_relay_adaptive_bat50,156,ENHANCED,50,20,30,2529,126.45,1999,0.0100,840,2,17,17,31,31,17
P6,P6_relay_adaptive_bat50,157,ENHANCED,50,50,0,12551,251.02,971,0.0515,1931,1,31,31,34,34,31
P6,P6_relay_adaptive_bat50,158,ENHANCED,50,50,0,13380,267.60,1013,0.0494,1952,1,31,31,29,29,31
P6,P6_relay_adaptive_bat50,159,ENHANCED,50,50,0,11850,237.00,837,0.0597,1891,0,31,31,22,22,31
P6,P6_relay_adaptive_bat75,150,ENHANCED,50,50,0,4248,84.96,484,0.1033,1703,0,0,0,14,14,0
P6,P6_relay_adaptive_bat75,151,ENHANCED,50,50,0,3979,79.58,473,0.1057,1699,0,0,0,13,13,0
P6,P6_relay_adaptive_bat75,152,ENHANCED,50,50,0,4011,80.22,468,0.1068,1693,0,0,0,8,8,0
P6,P6_relay_adaptive_bat75,153,ENHANCED,50,50,0,3896,77.92,459,0.1089,1677,0,0,0,4,4,0
